cd_procedimento,termo,categoria,tot_qt,tot_vl,mean_vl
10,MEDICINA NUCLEAR,20 a 29,293,213753.01,729.53
10,MEDICINA NUCLEAR,30 a 39,764,371308.79,486.01
10,MEDICINA NUCLEAR,40 a 49,1204.5,644107.24,534.75
10,MEDICINA NUCLEAR,5 a 9,56,27310.26,487.68
10,MEDICINA NUCLEAR,50 a 59,1133,614572.370000001,542.43
10,MEDICINA NUCLEAR,60 a 69,1169.7,688684.57,588.77
10,MEDICINA NUCLEAR,70 a 79,1149,532572.78,463.51
10,MEDICINA NUCLEAR,80 ou mais,1246,444626.400000001,356.84
10,MEDICINA NUCLEAR,<1,49,10120.62,206.54
10,MEDICINA NUCLEAR,Não identificado,85,35046.86,412.32
11,MEDICINA TRANSFUCIONAL,1 a 4,23688,1494149.58,63.08
11,MEDICINA TRANSFUCIONAL,10 a 14,32148,1886033.97,58.67
11,MEDICINA TRANSFUCIONAL,15 a 19,29499,1832447.2,62.12
11,MEDICINA TRANSFUCIONAL,20 a 29,114697,5375060.55000005,46.86
11,MEDICINA TRANSFUCIONAL,30 a 39,190587.36,9699845.59000022,50.89
11,MEDICINA TRANSFUCIONAL,40 a 49,150437,7270618.27000008,48.33
11,MEDICINA TRANSFUCIONAL,5 a 9,32532,3089011.41000001,94.95
11,MEDICINA TRANSFUCIONAL,50 a 59,196142,11337163.11,57.8
11,MEDICINA TRANSFUCIONAL,60 a 69,237065.06,13488570.33,56.9
11,MEDICINA TRANSFUCIONAL,70 a 79,228285.5,11449957.63,50.16
11,MEDICINA TRANSFUCIONAL,80 ou mais,206031,10802176.6300001,52.43
11,MEDICINA TRANSFUCIONAL,<1,39066,1822511.11,46.65
11,MEDICINA TRANSFUCIONAL,Não identificado,29169,1111687.51,38.11
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,1 a 4,224,96131.59,429.16
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,10 a 14,142,41885.33,294.97
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,15 a 19,243,183473.8,755.04
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,20 a 29,1632,833047.93,510.45
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,30 a 39,5258,2233975.21,424.87
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,40 a 49,6593,3236078.14,490.84
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,5 a 9,97,66637.94,686.99
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,50 a 59,6884.5,3040917.22999999,441.7
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,60 a 69,7574,3650785.12999999,482.02
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,70 a 79,6949,3255807.95999999,468.53
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,80 ou mais,3777,1769412.1,468.47
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,<1,96,117325.92,1222.14
12,MÉTODOS INTERVENCIONISTAS / TERAPÊUTICOS POR IMAGEM,Não identificado,662,368788.76,557.08
13,OUTROS EXAMES E PROCEDIMENTOS,1 a 4,100076.295,4541131.45999999,45.38
13,OUTROS EXAMES E PROCEDIMENTOS,10 a 14,53190.285,6362906.98,119.63
13,OUTROS EXAMES E PROCEDIMENTOS,15 a 19,64991.983,3211709.94,49.42
13,OUTROS EXAMES E PROCEDIMENTOS,20 a 29,280439.5854,16038668.6399992,57.19
13,OUTROS EXAMES E PROCEDIMENTOS,30 a 39,568927.1929,27351084.3099997,48.07
13,OUTROS EXAMES E PROCEDIMENTOS,40 a 49,356292.2278,18471324.7299999,51.84
13,OUTROS EXAMES E PROCEDIMENTOS,5 a 9,33593.341,3961418.19,117.92
13,OUTROS EXAMES E PROCEDIMENTOS,50 a 59,450846.0884,21010925.19,46.6
13,OUTROS EXAMES E PROCEDIMENTOS,60 a 69,431480.2958,26104075.4399998,60.5
13,OUTROS EXAMES E PROCEDIMENTOS,70 a 79,803850.879,26074879.7899998,32.44
13,OUTROS EXAMES E PROCEDIMENTOS,80 ou mais,1115808.5632,24658380.0499998,22.1
13,OUTROS EXAMES E PROCEDIMENTOS,<1,128270.5355,5345141.20999998,41.67
13,OUTROS EXAMES E PROCEDIMENTOS,Não identificado,68643.84,4427370.81,64.5
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,1 a 4,99,7160.04,72.32
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,10 a 14,127,24939.67,196.38
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,15 a 19,48,3836.81,79.93
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,20 a 29,63,5341.59,84.79
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,30 a 39,127,16010.78,126.07
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,40 a 49,103,16468.84,159.89
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,5 a 9,62,4988.81,80.46
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,50 a 59,169,28547.51,168.92
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,60 a 69,342,76791.92,224.54
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,70 a 79,458,91874.51,200.6
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,80 ou mais,1713,760486.94,443.95
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,<1,3,445,148.33
14,PROCEDIMENTOS DE ASSISTÊNCIA SOCIAL,Não identificado,53,3125.65,58.97
15,PROCEDIMENTOS DE ENFERMAGEM,1 a 4,2030,620964.360000001,305.89
15,PROCEDIMENTOS DE ENFERMAGEM,10 a 14,1483,143868.84,97.01
15,PROCEDIMENTOS DE ENFERMAGEM,15 a 19,687,107009.32,155.76
15,PROCEDIMENTOS DE ENFERMAGEM,20 a 29,2476,158303.03,63.93
15,PROCEDIMENTOS DE ENFERMAGEM,30 a 39,5014,449759.289999999,89.7
15,PROCEDIMENTOS DE ENFERMAGEM,40 a 49,2262,166758.78,73.72
15,PROCEDIMENTOS DE ENFERMAGEM,5 a 9,708,171077.5,241.63
15,PROCEDIMENTOS DE ENFERMAGEM,50 a 59,2783,506323.969999998,181.93
15,PROCEDIMENTOS DE ENFERMAGEM,60 a 69,6746.53,1028229.9,152.41
15,PROCEDIMENTOS DE ENFERMAGEM,70 a 79,12268,1982454.09,161.6
15,PROCEDIMENTOS DE ENFERMAGEM,80 ou mais,23107.27,2482729.94,107.44
15,PROCEDIMENTOS DE ENFERMAGEM,<1,3408,64517.87,18.93
15,PROCEDIMENTOS DE ENFERMAGEM,Não identificado,282,91686.7,325.13
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,1 a 4,15893,1025335.86,64.51
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,10 a 14,6724,399828.68,59.46
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,15 a 19,6856,356994.26,52.07
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,20 a 29,39440,2196115.98999999,55.68
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,30 a 39,75950,3588068.07999987,47.24
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,40 a 49,33168,1390033.2,41.91
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,5 a 9,7022,435054.62,61.96
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,50 a 59,34692,1834338.59,52.87
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,60 a 69,72590.4,6430050.73999999,88.58
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,70 a 79,106302,5157244.70999996,48.52
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,80 ou mais,238610.4,11274070.4300001,47.25
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,<1,29826,1994363.73999999,66.87
16,PROCEDIMENTOS DE FONOAUDIOLOGIA,Não identificado,7586,353400.83,46.59
17,PROCEDIMENTOS DE NUTRIÇÃO,1 a 4,1254,98949.2000000001,78.91
17,PROCEDIMENTOS DE NUTRIÇÃO,10 a 14,741,61732.5400000001,83.31
17,PROCEDIMENTOS DE NUTRIÇÃO,15 a 19,727,61012.1700000001,83.92
17,PROCEDIMENTOS DE NUTRIÇÃO,20 a 29,2245,195107.589999999,86.91
17,PROCEDIMENTOS DE NUTRIÇÃO,30 a 39,3814,284280.829999998,74.54
17,PROCEDIMENTOS DE NUTRIÇÃO,40 a 49,3352.3,246876.659999999,73.64
17,PROCEDIMENTOS DE NUTRIÇÃO,5 a 9,709,57681.53,81.36
17,PROCEDIMENTOS DE NUTRIÇÃO,50 a 59,3832.5,291013.469999998,75.93
17,PROCEDIMENTOS DE NUTRIÇÃO,60 a 69,5708.3,439576.319999996,77.01
17,PROCEDIMENTOS DE NUTRIÇÃO,70 a 79,5832.8,479528.759999999,82.21
17,PROCEDIMENTOS DE NUTRIÇÃO,80 ou mais,9967.98,718959.079999993,72.13
17,PROCEDIMENTOS DE NUTRIÇÃO,<1,792,72890.5100000002,92.03
17,PROCEDIMENTOS DE NUTRIÇÃO,Não identificado,410,32024.27,78.11
18,PROCEDIMENTOS EM FISIOTERAPIA,1 a 4,47562,2382612.31,50.09
18,PROCEDIMENTOS EM FISIOTERAPIA,10 a 14,31075,1491235.61,47.99
18,PROCEDIMENTOS EM FISIOTERAPIA,15 a 19,25686,1090588.92,42.46
18,PROCEDIMENTOS EM FISIOTERAPIA,20 a 29,101997,3221491.42000002,31.58
18,PROCEDIMENTOS EM FISIOTERAPIA,30 a 39,194427,6462795.36000002,33.24
18,PROCEDIMENTOS EM FISIOTERAPIA,40 a 49,194287,6089824.94999984,31.34
18,PROCEDIMENTOS EM FISIOTERAPIA,5 a 9,30135,1506909.65,50.01
18,PROCEDIMENTOS EM FISIOTERAPIA,50 a 59,275835,8791030.48999976,31.87
18,PROCEDIMENTOS EM FISIOTERAPIA,60 a 69,519036.3,15366556.849999,29.61
18,PROCEDIMENTOS EM FISIOTERAPIA,70 a 79,640595.3,18727783.2499999,29.23
18,PROCEDIMENTOS EM FISIOTERAPIA,80 ou mais,1079744.4,32185007.080003,29.81
18,PROCEDIMENTOS EM FISIOTERAPIA,<1,48454,1665356.01,34.37
18,PROCEDIMENTOS EM FISIOTERAPIA,Não identificado,37973,1322602.48,34.83
19,PROCEDIMENTOS EM PSICOTERAPIA,1 a 4,2537,98837.74,38.96
19,PROCEDIMENTOS EM PSICOTERAPIA,10 a 14,1313,71840.43,54.71
19,PROCEDIMENTOS EM PSICOTERAPIA,15 a 19,2859,69957.1200000001,24.47
19,PROCEDIMENTOS EM PSICOTERAPIA,20 a 29,6601,363106.29,55.01
19,PROCEDIMENTOS EM PSICOTERAPIA,30 a 39,13665,524602.680000001,38.39
19,PROCEDIMENTOS EM PSICOTERAPIA,40 a 49,10960.5,341880.84,31.19
19,PROCEDIMENTOS EM PSICOTERAPIA,5 a 9,1796,87307.19,48.61
19,PROCEDIMENTOS EM PSICOTERAPIA,50 a 59,9443,451096.900000001,47.77
19,PROCEDIMENTOS EM PSICOTERAPIA,60 a 69,10907.2,750742.000000001,68.83
19,PROCEDIMENTOS EM PSICOTERAPIA,70 a 79,9622,676017.280000001,70.26
19,PROCEDIMENTOS EM PSICOTERAPIA,80 ou mais,10384.5,552965.740000001,53.25
19,PROCEDIMENTOS EM PSICOTERAPIA,<1,629,44635.81,70.96
19,PROCEDIMENTOS EM PSICOTERAPIA,Não identificado,1847,48219.32,26.11
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,1 a 4,4156,263519.95,63.41
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,10 a 14,2153,175998.02,81.75
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,15 a 19,1181,83324.08,70.55
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,20 a 29,3790.5,145164.59,38.3
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,30 a 39,5412.5,308627.660000001,57.02
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,40 a 49,5240,277145.07,52.89
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,5 a 9,2905,214893.83,73.97
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,50 a 59,5309.5,224765.88,42.33
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,60 a 69,7413,241709.11,32.61
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,70 a 79,4940.8,230889.41,46.73
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,80 ou mais,9990.4,493036.84,49.35
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,<1,2582,53529.91,20.73
20,PROCEDIMENTOS EM TERAPIA OCUPACIONAL,Não identificado,631,38659.6,61.27
21,RADIOTERAPIA MEGAVOLTAGEM,1 a 4,240,6144,25.6
21,RADIOTERAPIA MEGAVOLTAGEM,15 a 19,105,14522.19,138.31
21,RADIOTERAPIA MEGAVOLTAGEM,20 a 29,3,8024.76,2674.92
21,RADIOTERAPIA MEGAVOLTAGEM,30 a 39,19,40815.58,2148.19
21,RADIOTERAPIA MEGAVOLTAGEM,40 a 49,19,86885.53,4572.92
21,RADIOTERAPIA MEGAVOLTAGEM,5 a 9,1,2704.6,2704.6
21,RADIOTERAPIA MEGAVOLTAGEM,50 a 59,43,161844.05,3763.82
21,RADIOTERAPIA MEGAVOLTAGEM,60 a 69,44,184435.78,4191.72
21,RADIOTERAPIA MEGAVOLTAGEM,70 a 79,32,92733.3,2897.92
21,RADIOTERAPIA MEGAVOLTAGEM,80 ou mais,23,36731.2,1597.01
21,RADIOTERAPIA MEGAVOLTAGEM,Não identificado,2,18285.24,9142.62
22,RADIOTERAPIA OUTRAS TÉCNICAS,1 a 4,1411.6,119415.87,84.6
22,RADIOTERAPIA OUTRAS TÉCNICAS,10 a 14,956.9,83145.75,86.89
22,RADIOTERAPIA OUTRAS TÉCNICAS,15 a 19,1295.5,89097.59,68.77
22,RADIOTERAPIA OUTRAS TÉCNICAS,20 a 29,7326.68000000001,792175.92,108.12
22,RADIOTERAPIA OUTRAS TÉCNICAS,30 a 39,12865.65,1435399.14,111.57
22,RADIOTERAPIA OUTRAS TÉCNICAS,40 a 49,13098.87,1055480.53,80.58
22,RADIOTERAPIA OUTRAS TÉCNICAS,5 a 9,876.8,96530.52,110.09
22,RADIOTERAPIA OUTRAS TÉCNICAS,50 a 59,14487.2,982268.17,67.8
22,RADIOTERAPIA OUTRAS TÉCNICAS,60 a 69,17008.7,1105543.87,65
22,RADIOTERAPIA OUTRAS TÉCNICAS,70 a 79,20979.55,956807.25,45.61
22,RADIOTERAPIA OUTRAS TÉCNICAS,80 ou mais,26196.3,851120.42,32.49
22,RADIOTERAPIA OUTRAS TÉCNICAS,<1,455.3,21808.42,47.9
22,RADIOTERAPIA OUTRAS TÉCNICAS,Não identificado,13127.8,516203.93,39.32
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,1 a 4,647,471057.8,728.06
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,10 a 14,750,474434.06,632.58
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,15 a 19,1010,1556085.56,1540.68
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,20 a 29,3734,2117890.47,567.19
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,30 a 39,6540,3734792.44999998,571.07
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,40 a 49,6350,3691907.12999998,581.4
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,5 a 9,600,374902.27,624.84
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,50 a 59,5500,3217550.72999999,585.01
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,60 a 69,6250,3735417.65999999,597.67
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,70 a 79,5572,3456884.64999999,620.4
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,80 ou mais,4092,2501106.97999999,611.22
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,<1,310,223075.14,719.6
23,RESSONÂNCIA MAGNÉTICA DIAGNÓSTICA,Não identificado,387,240831.21,622.3
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,15 a 19,1,752.38,752.38
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,20 a 29,5,3554.42,710.88
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,30 a 39,28,14251.94,509
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,40 a 49,18,12281.21,682.29
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,5 a 9,3,3057.08,1019.03
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,50 a 59,13,8404.64,646.51
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,60 a 69,4,2259.74,564.93
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,70 a 79,6,4238.81,706.47
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,80 ou mais,8,4524.26,565.53
24,RESSONÂNCIA MAGNÉTICA INTERVENCIONISTA,<1,1,752.38,752.38
25,TOMOGRAFIA COMPUTADORIZADA DIAGNÓSTICA,1 a 4,2183,686655.51,314.55
25,TOMOGRAFIA COMPUTADORIZADA DIAGNÓSTICA,10 a 14,1906,650223.93,341.15
25,TOMOGRAFIA COMPUTADORIZADA DIAGNÓSTICA,15 a 19,3508,1122771.82,320.06
